-181.396, 65.946, 2.744,  7.606
-181.396, 65.854, 2.752,  7.639
-181.395, 65.762, 2.761,  7.672
-181.395, 65.670, 2.769,  7.705
-181.396, 65.578, 2.778,  7.738
-181.395, 65.485, 2.787,  7.771
-181.395, 65.392, 2.795,  7.804
-181.394, 65.298, 2.804,  7.837
-181.394, 65.205, 2.812,  7.870
-181.394, 65.111, 2.821,  7.903
-181.393, 65.016, 2.830,  7.936
-181.394, 64.922, 2.839,  7.969
-181.393, 64.827, 2.847,  8.002
-181.393, 64.732, 2.856,  8.035
-181.393, 64.636, 2.865,  8.068
-181.392, 64.541, 2.874,  8.101
-181.393, 64.445, 2.883,  8.134
-181.392, 64.348, 2.891,  8.167
-181.392, 64.252, 2.900,  8.200
-181.391, 64.155, 2.909,  8.233
-181.391, 64.058, 2.918,  8.266
-181.392, 63.960, 2.928,  8.299
-181.391, 63.862, 2.937,  8.332
-181.391, 63.764, 2.946,  8.365
-181.390, 63.666, 2.955,  8.398
-181.391, 63.567, 2.964,  8.431
-181.391, 63.468, 2.973,  8.464
-181.390, 63.369, 2.983,  8.497
-181.389, 63.269, 2.992,  8.530
-181.390, 63.169, 3.001,  8.563
-181.390, 63.069, 3.011,  8.596
-181.389, 62.968, 3.019,  8.629
-181.389, 62.867, 3.027,  8.662
-181.391, 62.766, 3.037,  8.695
-181.390, 62.665, 3.045,  8.728
-181.388, 62.563, 3.055,  8.761
-181.389, 62.461, 3.063,  8.794
-181.390, 62.359, 3.074,  8.827
-181.389, 62.256, 3.083,  8.860
-181.387, 62.153, 3.093,  8.893
-181.388, 62.050, 3.102,  8.926
-181.389, 61.946, 3.113,  8.959
-181.388, 61.842, 3.122,  8.992
-181.389, 61.738, 3.132,  9.025
-181.388, 61.633, 3.141,  9.058
-181.389, 61.528, 3.151,  9.091
-181.388, 61.423, 3.161,  9.124
-181.389, 61.317, 3.170,  9.157
-181.388, 61.211, 3.180,  9.190
-181.389, 61.105, 3.190,  9.223
-181.387, 60.998, 3.200,  9.256
-181.388, 60.892, 3.210,  9.289
-181.387, 60.784, 3.220,  9.322
-181.388, 60.677, 3.230,  9.355
-181.390, 60.569, 3.242,  9.388
-181.389, 60.460, 3.252,  9.421
-181.387, 60.352, 3.263,  9.454
-181.388, 60.243, 3.272,  9.487
-181.389, 60.133, 3.284,  9.520
-181.389, 60.024, 3.293,  9.553
-181.387, 59.914, 3.304,  9.586
-181.388, 59.803, 3.312,  9.619
-181.390, 59.693, 3.323,  9.652
-181.389, 59.582, 3.331,  9.685
-181.387, 59.470, 3.342,  9.718
-181.388, 59.359, 3.351,  9.751
-181.391, 59.247, 3.363,  9.784
-181.389, 59.134, 3.372,  9.817
-181.387, 59.022, 3.384,  9.850
-181.388, 58.909, 3.393,  9.883
-181.391, 58.795, 3.405,  9.916
-181.389, 58.682, 3.415,  9.949
-181.387, 58.567, 3.427,  9.982
-181.389, 58.453, 3.437, 10.015
-181.391, 58.338, 3.449, 10.048
-181.390, 58.223, 3.459, 10.081
-181.387, 58.107, 3.471, 10.114
-181.389, 57.991, 3.481, 10.147
-181.391, 57.875, 3.493, 10.180
-181.390, 57.758, 3.503, 10.213
-181.387, 57.641, 3.515, 10.246
-181.389, 57.524, 3.525, 10.279
-181.391, 57.406, 3.537, 10.312
-181.390, 57.288, 3.547, 10.345
-181.388, 57.169, 3.559, 10.378
-181.389, 57.050, 3.569, 10.411
-181.391, 56.931, 3.581, 10.444
-181.390, 56.812, 3.591, 10.477
-181.388, 56.692, 3.604, 10.510
-181.389, 56.571, 3.614, 10.543
-181.391, 56.450, 3.626, 10.576
-181.390, 56.329, 3.637, 10.609
-181.388, 56.208, 3.649, 10.642
-181.389, 56.086, 3.660, 10.675
-181.391, 55.964, 3.672, 10.708
-181.390, 55.841, 3.683, 10.741
-181.388, 55.718, 3.696, 10.774
-181.389, 55.594, 3.706, 10.807
-181.391, 55.470, 3.719, 10.840
-181.390, 55.346, 3.729, 10.873
-181.388, 55.222, 3.742, 10.906
-181.389, 55.097, 3.753, 10.939
-181.391, 54.971, 3.766, 10.972
-181.390, 54.845, 3.776, 11.005
-181.388, 54.719, 3.789, 11.038
-181.389, 54.593, 3.800, 11.071
-181.391, 54.466, 3.813, 11.104
-181.390, 54.338, 3.824, 11.137
-181.388, 54.210, 3.837, 11.170
-181.389, 54.082, 3.848, 11.203
-181.391, 53.954, 3.862, 11.236
-181.390, 53.825, 3.873, 11.269
-181.388, 53.695, 3.886, 11.302
-181.389, 53.565, 3.897, 11.335
-181.391, 53.435, 3.910, 11.368
-181.390, 53.305, 3.921, 11.401
-181.388, 53.174, 3.935, 11.434
-181.389, 53.042, 3.946, 11.467
-181.391, 52.910, 3.959, 11.500
-181.390, 52.778, 3.970, 11.533
-181.388, 52.645, 3.983, 11.566
-181.389, 52.512, 3.995, 11.599
-181.391, 52.379, 4.008, 11.632
-181.391, 52.245, 4.019, 11.665
-181.389, 52.111, 4.033, 11.698
-181.390, 51.976, 4.044, 11.731
-181.392, 51.841, 4.058, 11.764
-181.391, 51.705, 4.069, 11.797
-181.389, 51.569, 4.083, 11.830
-181.390, 51.433, 4.094, 11.863
-181.392, 51.296, 4.108, 11.896
-181.391, 51.159, 4.120, 11.929
-181.392, 51.021, 4.132, 11.962
-181.391, 50.883, 4.145, 11.995
-181.387, 50.745, 4.153, 12.028
-181.386, 50.606, 4.166, 12.061
-181.390, 50.467, 4.174, 12.094
-181.395, 50.327, 4.188, 12.127
-181.396, 50.187, 4.202, 12.160
-181.393, 50.047, 4.212, 12.193
-181.388, 49.906, 4.227, 12.226
-181.387, 49.765, 4.243, 12.259
-181.391, 49.623, 4.253, 12.292
-181.396, 49.481, 4.269, 12.325
-181.397, 49.338, 4.285, 12.358
-181.394, 49.195, 4.296, 12.391
-181.389, 49.052, 4.312, 12.424
-181.388, 48.908, 4.327, 12.457
-181.392, 48.763, 4.338, 12.490
-181.397, 48.618, 4.353, 12.523
-181.398, 48.473, 4.368, 12.556
-181.395, 48.327, 4.379, 12.589
-181.390, 48.180, 4.394, 12.622
-181.389, 48.034, 4.409, 12.655
-181.393, 47.886, 4.420, 12.688
-181.398, 47.739, 4.435, 12.721
-181.399, 47.590, 4.449, 12.754
-181.396, 47.442, 4.460, 12.787
-181.391, 47.293, 4.476, 12.820
-181.391, 47.143, 4.490, 12.853
-181.394, 46.993, 4.501, 12.886
-181.399, 46.843, 4.517, 12.919
-181.400, 46.692, 4.532, 12.952
-181.397, 46.541, 4.543, 12.985
-181.392, 46.389, 4.559, 13.018
-181.392, 46.236, 4.574, 13.051
-181.395, 46.084, 4.586, 13.084
-181.395, 45.930, 4.602, 13.117
-181.391, 45.777, 4.615, 13.150
-181.391, 45.622, 4.630, 13.183
-181.394, 45.468, 4.643, 13.216
-181.399, 45.313, 4.660, 13.249
-181.400, 45.157, 4.675, 13.282
-181.397, 45.001, 4.688, 13.315
-181.392, 44.844, 4.705, 13.348
-181.392, 44.687, 4.719, 13.381
-181.395, 44.529, 4.732, 13.414
-181.395, 44.371, 4.748, 13.447
-181.391, 44.212, 4.762, 13.480
-181.391, 44.053, 4.777, 13.513
-181.394, 43.894, 4.791, 13.546
-181.400, 43.734, 4.808, 13.579
-181.400, 43.573, 4.823, 13.612
-181.397, 43.412, 4.837, 13.645
-181.393, 43.250, 4.854, 13.678
-181.392, 43.088, 4.869, 13.711
-181.396, 42.925, 4.882, 13.744
-181.395, 42.762, 4.898, 13.777
-181.391, 42.599, 4.913, 13.810
-181.391, 42.434, 4.928, 13.843
-181.395, 42.270, 4.943, 13.876
-181.394, 42.105, 4.958, 13.909
-181.390, 41.939, 4.974, 13.942
-181.390, 41.773, 4.989, 13.975
-181.394, 41.606, 5.005, 14.008
-181.393, 41.439, 5.020, 14.041
-181.395, 41.271, 5.036, 14.074
-181.394, 41.103, 5.050, 14.107
-181.389, 40.934, 5.058, 14.140
-181.390, 40.766, 5.046, 14.173
-181.394, 40.599, 5.027, 14.206
-181.393, 40.432, 5.009, 14.239
-181.388, 40.265, 4.999, 14.272
-181.389, 40.098, 5.045, 14.305
-181.393, 39.928, 5.102, 14.338
-181.392, 39.756, 5.154, 14.371
-181.387, 39.582, 5.205, 14.404
-181.388, 39.408, 5.246, 14.437
-181.392, 39.232, 5.277, 14.470
-181.391, 39.055, 5.290, 14.503
-181.387, 38.879, 5.287, 14.536
-181.388, 38.703, 5.281, 14.569
-181.392, 38.527, 5.276, 14.602
-181.391, 38.352, 5.268, 14.635
-181.387, 38.177, 5.263, 14.668
-181.387, 38.002, 5.259, 14.701
-181.391, 37.826, 5.263, 14.734
-181.390, 37.651, 5.271, 14.767
-181.386, 37.475, 5.284, 14.800
-181.387, 37.298, 5.298, 14.833
-181.391, 37.121, 5.322, 14.866
-181.390, 36.943, 5.348, 14.899
-181.386, 36.764, 5.379, 14.932
-181.386, 36.583, 5.409, 14.965
-181.390, 36.402, 5.446, 14.998
-181.389, 36.219, 5.482, 15.031
-181.385, 36.035, 5.518, 15.064
-181.386, 35.851, 5.550, 15.097
-181.390, 35.665, 5.584, 15.130
-181.389, 35.478, 5.613, 15.163
-181.385, 35.290, 5.640, 15.196
-181.385, 35.101, 5.660, 15.229
-181.389, 34.912, 5.681, 15.262
-181.388, 34.722, 5.697, 15.295
-181.384, 34.532, 5.711, 15.328
-181.385, 34.342, 5.720, 15.361
-181.389, 34.151, 5.731, 15.394
-181.387, 33.960, 5.739, 15.427
-181.383, 33.768, 5.748, 15.460
-181.384, 33.577, 5.754, 15.493
-181.388, 33.385, 5.765, 15.526
-181.387, 33.193, 5.775, 15.559
-181.383, 33.000, 5.787, 15.592
-181.384, 32.807, 5.798, 15.625
-181.384, 32.613, 5.818, 15.658
-181.384, 32.419, 5.836, 15.691
-181.384, 32.224, 5.854, 15.724
-181.384, 32.028, 5.874, 15.757
-181.384, 31.831, 5.895, 15.790
-181.384, 31.634, 5.918, 15.823
-181.385, 31.436, 5.942, 15.856
-181.385, 31.238, 5.966, 15.889
-181.384, 31.038, 5.991, 15.922
-181.385, 30.838, 6.016, 15.955
-181.384, 30.637, 6.040, 15.988
-181.385, 30.435, 6.065, 16.021
-181.384, 30.232, 6.088, 16.054
-181.384, 30.028, 6.110, 16.087
-181.384, 29.824, 6.132, 16.120
-181.384, 29.619, 6.152, 16.153
-181.384, 29.414, 6.172, 16.186
-181.384, 29.207, 6.191, 16.219
-181.384, 29.001, 6.208, 16.252
-181.384, 28.793, 6.226, 16.285
-181.384, 28.585, 6.243, 16.318
-181.384, 28.377, 6.259, 16.351
-181.383, 28.168, 6.276, 16.384
-181.383, 27.958, 6.293, 16.417
-181.383, 27.748, 6.310, 16.450
-181.383, 27.537, 6.328, 16.483
-181.383, 27.326, 6.347, 16.516
-181.382, 27.114, 6.366, 16.549
-181.382, 26.901, 6.386, 16.582
-181.382, 26.688, 6.406, 16.615
-181.382, 26.474, 6.427, 16.648
-181.382, 26.259, 6.449, 16.681
-181.381, 26.043, 6.471, 16.714
-181.381, 25.827, 6.494, 16.747
-181.381, 25.610, 6.517, 16.780
-181.381, 25.392, 6.540, 16.813
-181.380, 25.174, 6.563, 16.846
-181.380, 24.954, 6.586, 16.879
-181.380, 24.734, 6.608, 16.912
-181.380, 24.513, 6.631, 16.945
-181.380, 24.292, 6.653, 16.978
-181.380, 24.069, 6.674, 17.011
-181.379, 23.846, 6.695, 17.044
-181.379, 23.623, 6.716, 17.077
-181.379, 23.398, 6.737, 17.110
-181.378, 23.173, 6.758, 17.143
-181.378, 22.947, 6.778, 17.176
-181.378, 22.721, 6.799, 17.209
-181.378, 22.494, 6.819, 17.242
-181.377, 22.266, 6.840, 17.275
-181.377, 22.038, 6.861, 17.308
-181.376, 21.808, 6.882, 17.341
-181.376, 21.578, 6.904, 17.374
-181.376, 21.348, 6.925, 17.407
-181.376, 21.116, 6.948, 17.440
-181.375, 20.884, 6.970, 17.473
-181.375, 20.651, 6.993, 17.506
-181.374, 20.418, 7.016, 17.539
-181.374, 20.183, 7.038, 17.572
-181.374, 19.948, 7.061, 17.605
-181.373, 19.712, 7.084, 17.638
-181.373, 19.475, 7.107, 17.671
-181.373, 19.238, 7.130, 17.704
-181.370, 19.000, 7.151, 17.737
-181.371, 18.761, 7.171, 17.770
-181.374, 18.521, 7.194, 17.803
-181.372, 18.281, 7.215, 17.836
-181.369, 18.040, 7.239, 17.869
-181.370, 17.798, 7.261, 17.902
-181.372, 17.555, 7.285, 17.935
-181.371, 17.312, 7.307, 17.968
-181.368, 17.068, 7.332, 18.001
-181.369, 16.823, 7.355, 18.034
-181.371, 16.577, 7.380, 18.067
-181.370, 16.330, 7.403, 18.100
-181.367, 16.083, 7.428, 18.133
-181.367, 15.835, 7.451, 18.166
-181.370, 15.586, 7.476, 18.199
-181.369, 15.336, 7.498, 18.232
-181.365, 15.085, 7.524, 18.265
-181.366, 14.834, 7.546, 18.298
-181.369, 14.582, 7.571, 18.331
-181.367, 14.329, 7.594, 18.364
-181.364, 14.075, 7.619, 18.397
-181.365, 13.821, 7.642, 18.430
-181.363, 13.565, 7.665, 18.463
-181.363, 13.309, 7.689, 18.496
-181.366, 13.052, 7.714, 18.529
-181.364, 12.795, 7.738, 18.562
-181.361, 12.536, 7.764, 18.595
-181.362, 12.277, 7.787, 18.628
-181.360, 12.017, 7.812, 18.661
-181.361, 11.756, 7.836, 18.694
-181.363, 11.494, 7.863, 18.727
-181.362, 11.231, 7.887, 18.760
-181.359, 10.967, 7.914, 18.793
-181.355, 10.703, 7.942, 18.826
-181.354, 10.437, 7.966, 18.859
-181.356, 10.171, 7.992, 18.892
-181.358, 9.904, 8.019, 18.925
-181.357, 9.636, 8.044, 18.958
-181.354, 9.367, 8.070, 18.991
-181.355, 9.098, 8.094, 19.024
-181.352, 8.827, 8.120, 19.057
-181.353, 8.556, 8.145, 19.090
-181.355, 8.284, 8.172, 19.123
-181.354, 8.011, 8.197, 19.156
-181.351, 7.737, 8.224, 19.189
-181.347, 7.462, 8.252, 19.222
-181.347, 7.187, 8.277, 19.255
-181.348, 6.910, 8.304, 19.288
-181.351, 6.632, 8.332, 19.321
-181.349, 6.354, 8.357, 19.354
-181.346, 6.075, 8.384, 19.387
-181.342, 5.795, 8.412, 19.420
-181.342, 5.514, 8.438, 19.453
-181.343, 5.232, 8.465, 19.486
-181.346, 4.949, 8.493, 19.519
-181.344, 4.665, 8.519, 19.552
-181.341, 4.380, 8.547, 19.585
-181.338, 4.095, 8.575, 19.618
-181.337, 3.808, 8.601, 19.651
-181.339, 3.521, 8.629, 19.684
-181.341, 3.232, 8.658, 19.717
-181.339, 2.943, 8.684, 19.750
-181.336, 2.653, 8.712, 19.783
-181.333, 2.362, 8.741, 19.816
-181.332, 2.070, 8.768, 19.849
-181.334, 1.777, 8.796, 19.882
-181.336, 1.483, 8.826, 19.915
-181.334, 1.188, 8.853, 19.948
-181.332, 0.892, 8.882, 19.981
-181.328, 0.595, 8.912, 20.014
-181.327, 0.298, 8.939, 20.047
-181.329, -0.001, 8.968, 20.080
-181.331, -0.301, 8.998, 20.113
-181.329, -0.601, 9.025, 20.146
-181.327, -0.903, 9.055, 20.179
-181.323, -1.205, 9.085, 20.212
-181.322, -1.509, 9.113, 20.245
-181.324, -1.814, 9.143, 20.278
-181.326, -2.119, 9.173, 20.311
-181.324, -2.426, 9.201, 20.344
-181.322, -2.733, 9.231, 20.377
-181.318, -3.042, 9.262, 20.410
-181.317, -3.351, 9.291, 20.443
-181.319, -3.661, 9.321, 20.476
-181.321, -3.973, 9.352, 20.509
-181.319, -4.285, 9.381, 20.542
-181.317, -4.599, 9.411, 20.575
-181.313, -4.913, 9.443, 20.608
-181.312, -5.229, 9.472, 20.641
-181.313, -5.545, 9.503, 20.674
-181.315, -5.863, 9.534, 20.707
-181.314, -6.181, 9.564, 20.740
-181.311, -6.501, 9.595, 20.773
-181.308, -6.822, 9.627, 20.806
-181.307, -7.143, 9.657, 20.839
-181.308, -7.466, 9.688, 20.872
-181.310, -7.790, 9.720, 20.905
-181.309, -8.115, 9.751, 20.938
-181.307, -8.440, 9.783, 20.971
-181.303, -8.767, 9.815, 21.004
-181.303, -9.095, 9.846, 21.037
-181.304, -9.424, 9.878, 21.070
-181.302, -9.754, 9.909, 21.103
-181.298, -10.085, 9.942, 21.136
-181.298, -10.418, 9.973, 21.169
-181.298, -10.751, 10.006, 21.202
-181.296, -11.085, 10.037, 21.235
-181.293, -11.421, 10.070, 21.268
-181.292, -11.757, 10.102, 21.301
-181.293, -12.095, 10.136, 21.334
-181.291, -12.433, 10.168, 21.367
-181.288, -12.773, 10.201, 21.400
-181.287, -13.114, 10.234, 21.433
-181.288, -13.456, 10.267, 21.466
-181.286, -13.799, 10.300, 21.499
-181.282, -14.143, 10.334, 21.532
-181.282, -14.488, 10.367, 21.565
-181.282, -14.835, 10.401, 21.598
-181.280, -15.182, 10.434, 21.631
-181.277, -15.531, 10.469, 21.664
-181.276, -15.881, 10.502, 21.697
-181.277, -16.232, 10.537, 21.730
-181.275, -16.584, 10.570, 21.763
-181.271, -16.937, 10.605, 21.796
-181.271, -17.292, 10.639, 21.829
-181.271, -17.647, 10.674, 21.862
-181.269, -18.004, 10.708, 21.895
-181.266, -18.362, 10.743, 21.928
-181.265, -18.720, 10.777, 21.961
-181.266, -19.081, 10.813, 21.994
-181.264, -19.442, 10.847, 22.027
-181.260, -19.804, 10.883, 22.060
-181.260, -20.168, 10.918, 22.093
-181.260, -20.533, 10.954, 22.126
-181.258, -20.899, 10.989, 22.159
-181.255, -21.266, 11.025, 22.192
-181.254, -21.634, 11.060, 22.225
-181.255, -22.004, 11.096, 22.258
-181.253, -22.375, 11.132, 22.291
-181.249, -22.747, 11.169, 22.324
-181.248, -23.120, 11.204, 22.357
-181.249, -23.494, 11.241, 22.390
-181.247, -23.870, 11.277, 22.423
-181.244, -24.247, 11.314, 22.456
-181.243, -24.625, 11.350, 22.489
-181.243, -25.004, 11.388, 22.522
-181.241, -25.385, 11.424, 22.555
-181.238, -25.766, 11.462, 22.588
-181.237, -26.149, 11.499, 22.621
-181.238, -26.534, 11.537, 22.654
-181.236, -26.919, 11.574, 22.687
-181.232, -27.306, 11.613, 22.720
-181.232, -27.694, 11.650, 22.753
-181.232, -28.083, 11.689, 22.786
-181.230, -28.474, 11.727, 22.819
-181.227, -28.866, 11.766, 22.852
-181.226, -29.259, 11.804, 22.885
-181.226, -29.654, 11.844, 22.918
-181.225, -30.049, 11.882, 22.951
-181.221, -30.446, 11.922, 22.984
-181.217, -30.845, 11.962, 23.017
